Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
9/5/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,22.3,13.8,218,389
9/8/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,40.5,16.3,43,116
9/12/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,46.1,15,71,111
19-09-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,29.9,13.7,131,268
22-09-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,25.8,104.6,208,339
26-09-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,49.2,11,109,141
29-09-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,19.1,12,99,161
10/3/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,16.8,13.5,84,221
10/6/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,36.8,34,187,280
10/10/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,31,25,72,123
13-10-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,37.9,27.1,120,178
17-10-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,59.4,28.7,62,86
24-10-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,35,26.2,65,94
27-10-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,23.7,14.8,100,163
31-10-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,52.5,27.8,306,390
11/3/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,19.4,NA,53,84
11/10/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,NA,NA,NA,NA
14-11-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,18.2,30.8,94,149
17-11-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,23.3,14.3,102,132
21-11-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,21,16.5,77,116
24-11-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,23.5,11.2,241,321
28-11-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,46.3,20.9,74,100
12/1/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,NA,NA,NA,NA
12/5/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,38.6,14.6,47,65
12/8/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,22.2,13.2,101,133
12/12/2007,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,50.7,14.5,77,95
15-12-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,36.4,16.7,110,160
19-12-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,37.4,8.2,53,88
22-12-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,56.1,12.2,66,107
26-12-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,92,49.3,96,120
29-12-07,Tamil Nadu,Thoothukudi,Raja Agencies,Industrial Areas,NA,NA,NA,NA
1/2/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,11.7,29.9,58,79
1/5/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,20.6,22.7,64,88
1/9/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,15.9,13.2,52,66
1/12/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,20.8,28.3,34,67
19-01-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,14.1,10.9,41,63
23-01-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,12.3,26.7,64,95
2/2/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,27,31.8,130,161
2/6/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,19.5,9,76,96
2/9/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,16.8,10.5,34,79
13-02-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,19.5,12.5,69,129
16-02-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,10.7,21.1,39,60
20-02-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,20.8,19,310,343
23-02-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,11.7,11.6,79,103
27-02-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,16.8,10.2,44,80
3/2/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,27.2,9.8,25,75
3/6/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,38.3,15,87,215
3/9/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,26.3,9.1,60,162
16-03-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,21.7,9,18,66
20-03-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,28.4,18.3,149,452
23-03-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,10.8,12.5,65,121
27-03-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,14,13.4,84,124
30-03-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,24.9,9.8,108,309
4/3/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,23.9,10.5,62,239
4/10/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,52.7,15.1,41,94
13-04-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,17.3,12.9,71,172
17-04-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,23.2,13.9,57,116
20-04-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,14.2,9.8,83,140
24-04-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,12.7,9.2,54,192
27-04-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,12.4,60.5,79,103
5/4/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,15.5,129.7,423,531
5/8/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,17.1,13.4,85,219
5/11/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,18.4,9.1,305,490
15-05-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,14,10,142,225
18-05-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,27.9,9.6,131,199
22-05-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,20.1,21.4,89,176
25-05-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,15,9.2,83,114
29-05-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,19.9,10.3,99,140
6/1/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,36.5,13.8,90,134
6/5/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,30.6,17.6,170,249
6/8/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,14,19.5,134,190
6/12/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,46.5,11.6,122,184
15-06-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,25,9.6,169,253
19-06-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,26,9.6,78,194
22-06-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,14.8,21.6,85,100
26-06-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,75.5,22.2,142,205
29-06-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,41.9,18.5,94,137
7/3/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,31.4,9,101,159
7/6/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,27.9,9.4,50,112
7/10/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,27,13.7,58,95
13-07-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,18.8,12.6,165,411
17-07-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,28.6,12.8,132,189
20-07-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,20,13.9,111,139
24-07-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,19.9,11.7,61,87
27-07-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,22.6,21.2,85,210
31-07-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,32.8,10.4,94,137
8/3/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,48.1,17.5,74,141
8/7/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,36.1,9.5,89,252
8/10/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,12,9.2,95,197
14-08-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,14.6,17.4,80,120
17-08-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,16.2,18,85,112
21-08-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,NA,NA,48,85
24-08-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,32.8,12.5,81,132
28-08-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,36.7,18.2,100,188
31-08-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,31.9,21,82,114
9/4/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,39.2,12.5,82,124
9/7/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,20.9,9.6,110,144
9/11/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,38.3,11.1,76,130
14-09-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,14.5,18.9,95,156
18-09-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,30.4,18.8,62,106
21-09-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,29.1,20.9,55,122
25-09-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,61.3,9.8,73,92
28-09-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,32.3,9.4,189,216
10/5/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,19,19.6,176,256
10/9/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,33.9,20.3,81,241
10/12/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,46.9,24.2,65,156
16-10-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,78.5,20,50,185
19-10-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,42.3,20.6,79,157
23-10-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,66.7,9.9,84,169
26-10-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,36.5,17.7,34,59
30-10-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,41.2,15.4,131,205
11/2/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,28.1,12.2,82,100
11/6/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,17.5,27.8,71,137
13-11-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,23.7,9.6,94,152
16-11-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,63.6,17.4,63,102
20-11-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,19.2,15,46,74
23-11-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,22.4,15.7,42,93
27-11-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,23,20.9,55,86
30-11-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,41,27.4,45,55
12/4/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,34.6,14.5,48,80
12/7/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,31.5,10.8,54,79
12/11/2007,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,63,10.2,65,91
14-12-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,29.1,23.6,46,71
18-12-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,38.2,28.4,66,114
28-12-07,Tamil Nadu,Thoothukudi,AVM Jewellery Bldg.,Residential and others,31.7,14.4,104,122
1/4/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,16.5,20.3,100,140
1/8/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,29.4,25.7,75,104
1/11/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,14,21.5,56,79
18-01-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,22.1,11.8,52,75
22-01-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,17.7,36.2,59,94
25-01-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,9.9,31.5,90,111
29-01-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,14.4,27.4,54,80
2/1/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,18.2,18,45,66
2/5/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,28,9.4,107,148
2/8/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,13.1,12,37,82
2/12/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,17.9,14.4,24,64
15-02-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,15.7,9.6,94,138
19-02-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,15,19.4,34,68
22-02-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,20.4,29.2,69,137
26-02-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,21.7,11.9,38,55
3/1/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,18.2,20,46,110
3/5/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,36.6,9.4,50,124
3/8/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,18.4,9.8,63,140
3/12/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,29.9,9.6,35,98
15-03-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,31.7,11.2,52,358
22-03-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,18.1,12.9,60,187
26-03-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,35.7,12.1,96,262
29-03-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,19.5,11.8,75,179
4/2/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,14.8,9.6,88,135
4/5/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,102.3,9,75,293
4/9/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,31.6,13.6,66,95
4/12/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,10.4,18.6,81,125
16-04-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,22.3,14.1,50,94
19-04-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,10.5,20.4,62,196
23-04-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,10.8,12.9,99,167
26-04-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,21.7,11.9,38,55
30-04-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,13.5,9.5,50,99
5/3/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,25.6,10.5,71,153
5/7/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,38.3,9,98,126
5/10/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,17.9,9.4,117,166
14-05-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,30.9,9,98,132
17-05-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,32.1,9.5,103,137
21-05-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,9.4,9,119,162
24-05-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,12.2,9,116,190
28-05-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,23.5,9,94,129
31-05-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,14.2,13.9,52,142
6/4/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,36.3,19,104,135
6/7/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,54.9,15.6,53,81
6/11/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,27,10.2,44,77
14-06-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,31.7,10.3,65,138
18-06-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,19.2,10.2,25,61
21-06-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,24.6,9.4,25,98
25-06-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,62,19.7,50,81
28-06-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,23.2,11.9,92,117
7/2/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,36.3,11.2,51,80
7/5/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,31.2,9,79,107
7/9/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,16.8,15.2,35,58
7/12/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,18.8,20.4,25,70
16-07-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,17.6,16.1,45,61
19-07-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,29.4,9,68,116
23-07-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,31.2,15.2,24,77
26-07-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,20.6,15.5,NA,NA
30-07-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,32.1,14,26,71
8/2/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,36.5,10.1,119,204
8/6/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,32.6,9.2,17,40
8/9/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,21,10.6,39,68
13-08-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,29,9,33,59
16-08-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,9.9,20,57,73
20-08-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,14,27.6,51,91
23-08-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,54.9,12.8,41,87
27-08-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,48.5,16.5,34,70
30-08-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,32.1,20.6,26,71
9/3/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,36.3,11,143,194
9/6/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,NA,NA,19,53
9/10/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,28.1,14.2,29,73
13-09-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,47.9,20.2,50,113
17-09-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,NA,NA,NA,NA
20-09-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,33.6,16.9,27,83
24-09-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,35.9,9.4,37,66
27-09-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,25.7,10.6,36,60
10/1/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,28.6,19.2,47,79
10/4/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,28.3,23.7,37,106
10/8/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,18.9,14.5,45,72
10/11/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,39.9,21.7,46,70
15-10-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,38.7,31,52,93
18-10-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,76.1,34.6,68,90
22-10-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,44.9,17.1,210,226
25-10-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,34.3,26.2,37,51
29-10-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,39.9,17.2,48,67
11/1/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,28.1,12.1,65,109
11/5/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,32.8,25.4,49,72
11/12/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,29.8,20.1,74,91
15-11-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,30.9,18.2,80,96
19-11-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,25.8,20.2,81,120
22-11-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,41.6,20.3,85,107
26-11-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,36.5,20.6,107,123
29-11-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,36.8,11.2,74,92
12/3/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,30.9,12.2,66,107
12/6/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,55.9,9.9,64,97
12/10/2007,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,52.1,13.9,62,84
13-12-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,33.2,15.6,67,105
17-12-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,36.9,22,66,95
20-12-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,NA,NA,NA,NA
24-12-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,76.3,13.2,79,98
27-12-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,42.5,26.8,44,87
31-12-07,Tamil Nadu,Thoothukudi,Fisheries College,Residential and others,25.8,11.5,191,211
